name,full_name,trip_count,trip_list,stop_count,stop_list,id,direction_id
350-E KBS-NJP,Kempegowda Bus Station → Nanjapura,1,['17:15:00'],42,"['Kempegowda Bus Station', 'Maharani College', 'KR Circle', 'St Marthas Hospital', 'Corporation', 'Jai Bheem Circle (Poornima Theatre)', 'Lalbagh Main Gate', 'Lalbagh Hopcoms', 'Wilson Garden 7th Cross', 'Lakkasandra', 'Nimhans Hospital', 'Bengaluru Dairy Circle', 'Muneshwara Devasthana', 'Hosur Road Junction', 'St Johns Hospital', 'Koramangala Water Tank', 'Kudure Mukha Colony', 'Krupanidhi College', 'Madivala', 'Roopena Agrahara', 'Bommanahalli', 'Hongasandra Metro Station', 'Garvebhavipalya', 'Kudlu Gate', 'Singasandra Metro Station', 'Singasandra', 'Hosa Road Metro Station', 'Beratena Agrahara Metro Station', 'PESCE College Electronic City', 'Konappana Agarhara (Electronic City Metro Station)', 'Electronic City', 'Electronic City 378', 'E-CITY - SBI JUNCTION', 'Siemens', 'BHEL', 'Wipro Gate Shikaripalya Cross', 'Electronic City Wipro Main Gate', 'Shikaripalya', 'Hulimangala', 'Hulimangala Cross', 'Nanjapura Cross', 'Nanjapura']",5192,0
350-E KBS-NJP,Nanjapura → Kempegowda Bus Station,1,['08:25:00'],36,"['Nanjapura', 'Nanjapura Cross', 'Hulimangala Cross', 'Hulimangala', 'Shikaripalya', 'Wipro Gate Shikaripalya Cross', 'E-CITY - 3M JUNCTION', 'BHEL', 'Siemens', 'E-CITY - SBI JUNCTION', 'Electronic City 378', 'Konappana Agarhara (Electronic City Metro Station)', 'PESCE College Electronic City', 'Beratena Agrahara Metro Station', 'Hosa Road Metro Station', 'Singasandra', 'Singasandra Metro Station', 'Kudlu Gate', 'Garvebhavipalya', 'Hongasandra Metro Station', 'Bommanahalli', 'Roopena Agrahara', 'Madivala', 'St Johns Hospital', 'Hosur Road junction', 'Muneshwara Devasthana', 'Bengaluru Dairy Circle', 'Nimhans Hospital', 'Lakkasandra', 'Wilson Garden 7th Cross', 'Lalbagh Hopcoms', 'Lalbagh Main Gate', 'Town Hall', 'Corporation', 'Mysore Bank', 'Kempegowda Bus Station']",5192,1
345-C SNBS-NJP,Nanjapura → Shanthinagara Bus Station,1,['11:55:00'],40,"['Nanjapura', 'Nanjapura Cross', 'Hulimangala Cross', 'Hulimangala', 'Kempapura', 'Bingipura', 'Bingipura Cross', 'Hullahalli Cross', 'Jalli Machine', 'Mylasandra Road Junction', 'Mylasandra Cross', 'Vaddarapalya', 'St Marys School', 'Nice Road Junction Beguru', 'Radiant Redwood Apartment Koppa Road', 'Nobel Residency', 'Hanuman Temple Beguru', 'Beguru', 'Beguru Lake', 'Aralimara (PK Kalyana Mantapa )', 'Vishwapriya Layout Cross', 'Beguru Canara Bank', 'St Francis School', 'Galaxy Paradise (Tent)', 'Hongasandra', 'Kalyanamantapa (Oxford College)', 'Deccan', 'Bommanahalli', 'Roopena Agrahara', 'Madivala', 'Ayyappaswamy Temple Madivala', 'St Johns Hospital', 'Hosur Road junction', 'Muneshwara Devasthana', 'Bengaluru Dairy Circle', 'Nimhans Hospital', 'Lakkasandra', 'Wilson Garden 10th Cross', 'Wilson Garden Police Station', 'Shanthinagara Bus Station']",7092,1
285-MP KBS-NAGH,Narasaiahna Agrahara → Kempegowda Bus Station,1,['08:10:00'],45,"['Narasaiahna Agrahara', 'Kadanuru', 'Kadanuru Katte', 'Madagondanahalli', 'Kadanuru Hand post', 'Gejjagadahalli Cross', 'Gowdahalli', 'Dodda Tumkur', 'Nellukunte', 'Marasandra Circle', 'Aradeshanahalli Gate', 'YAPB Toll', 'Suradenapura Gate', 'Sri Ramanahalli', 'Rajanukunte', 'Honnenahalli', 'Singanayakanahalli Gate', 'Avalahalli', 'Nagenahalli Gate', 'C R P F Yelahanka', 'Ananthapura Gate', 'Puttenahalli', 'Wheel And Axle Plant', 'Escorts', 'Sheshadripuram College', 'NES Office', 'Yelahanka Police Station', 'Allalasandra Gate', 'Jakkur Aerodrum', 'GKVK GATE', 'Byatarayanapura', 'Kodigehalli Gate', 'Military Dairy Farm (Esteem Mall)', 'Hebbala Bridge', 'Hebbala', 'Hebbala Canara Bank', 'Veterinary Hospital', 'CBI', 'Mekhri Circle', 'Palace Ground', 'RM Guttahalli', 'Shivananda Store', 'Swastik Sheshadripuram College', 'Central', 'Kempegowda Bus Station']",2459,1
238-W D31G-NRP,Depot-31 Gate → Narasapura (H D Devegowda Circle),1,['08:56:00'],10,"['Depot-31 Gate', 'Summanahalli', 'Kottigepalya', 'Vokkaliga School Kottigepalya', 'BDA Complex Nagarabhavi', 'Annapoorneshwarinagara', 'Bharathnagara Sunkadakatte', 'Srigandhada Kaval', 'D Group Employees Layout Srigandhada Kaval', 'Narasapura (H D Devegowda Circle)']",1854,0
238-UN,Kempegowda Bus Station → Narasapura (H D Devegowda Circle),7,"['05:25:00', '07:05:00', '09:00:00', '14:40:00', '17:00:00', '19:10:00', '21:55:00']",33,"['Kempegowda Bus Station', 'Okalipura', 'Minerva Mill', 'Magadi Road 1st Cross', 'Magadi Road 5th Cross', 'Magadi Road 10th Cross', 'Magadi Road Metro Station', 'Prasanna Theatre', 'Magadi Road TollGate', 'Manuvana', 'Vijayanagara Vijaya Bank', 'Vijayanagara', 'Govindarajanagara', 'Prashanth Nagara', 'Saraswathi Nagara', 'Priyadarshini Layout', 'Moodalapalya', 'Kalyananagara', 'Byraveshwaranagara', 'Maruthi Nagara', 'Nagarabhavi Circle', 'Manasa Nagara', 'NGEF Layout Nagarabhavi', 'Vinayaka Layout Nagarabhavi', 'Kengunte Circle (IIPM)', 'Ambedkar Institute of Technology', 'Deepa Complex', 'ITI Layout', 'Nagarabhavi Vishweshwaraiah Sports Club', 'Annapoorneshwari nagara Cross', 'Annapoorneshwarinagara Water Tank', 'D Group Employees Layout Srigandhada Kaval', 'Narasapura (H D Devegowda Circle)']",8300,0
238-UN,Narasapura (H D Devegowda Circle) → Kempegowda Bus Station,7,"['04:40:00', '06:15:00', '07:55:00', '10:15:00', '16:00:00', '18:05:00', '20:15:00']",33,"['Narasapura (H D Devegowda Circle)', 'D Group Employees Layout Srigandhada Kaval', 'Annapoorneshwarinagara Water Tank', 'Annapoorneshwarinagara Cross', 'Nagarabhavi Vishweshwaraiah Sports Club', 'ITI Layout', 'Deepa Complex', 'Ambedkar Institute of Technology', 'Kengunte Circle (IIPM)', 'Vinayaka Layout Nagarabhavi', 'NGEF Layout Nagarabhavi', '12th Block Nagarabhavi', 'Manasa Nagara', 'Nagarabhavi Circle', 'Maruthi Nagara', 'Byraveshwaranagara', 'Kalyananagara', 'Moodalapalya', 'Priyadarshini Layout', 'Saraswathi Nagara', 'Prashanth Nagara', 'Govindarajanagara', 'Sarvajna College/Vijayanagara', 'Manuvana', 'Magadi Road TollGate', 'Prasanna Theatre', 'Magadi Road Metro Station', 'Magadi Road 10th Cross', 'Magadi Road 5th Cross', 'Magadi Road 1st Cross', 'Minerva Mill', 'Okalipura', 'Kempegowda Bus Station']",8300,1
238-W,Kempegowda Bus Station → Narasapura (H D Devegowda Circle),3,"['10:20:00', '14:25:00', '16:55:00']",35,"['Kempegowda Bus Station', 'Okalipura', 'Minerva Mill', 'Magadi Road 1st Cross', 'Magadi Road 5th Cross', 'Magadi Road 10th Cross', 'Magadi Road Metro Station', 'Prasanna Theatre', 'Magadi Road TollGate', 'Manuvana', 'Vijayanagara Vijaya Bank', 'Vijayanagara', 'Govindarajanagara', 'Prashanth Nagara', 'Saraswathi Nagara', 'Priyadarshini Layout', 'Moodalapalya', 'Kalyananagara', 'Byraveshwaranagara', 'Maruthi Nagara', 'Nagarabhavi Circle', 'Manasa Nagara', '12th Block Nagarabhavi', 'NGEF Layout Nagarabhavi', 'Vinayaka Layout Nagarabhavi', 'Kengunte Circle (IIPM)', 'Ambedkar Institute of Technology', 'Deepa Complex', 'Papareddypalya', 'Papareddypalya Aladamara', 'BDA Complex Nagarabhavi', 'Annapoorneshwarinagara', 'Srigandhada Kaval', 'D Group Employees Layout Srigandhada Kaval', 'Narasapura (H D Devegowda Circle)']",1852,0
238-W,Narasapura (H D Devegowda Circle) → Kempegowda Bus Station,4,"['09:15:00', '11:50:00', '15:50:00', '18:00:00']",34,"['Narasapura (H D Devegowda Circle)', 'D Group Employees Layout Srigandhada Kaval', 'Srigandhada Kaval', 'Annapoorneshwarinagara', 'BDA Complex Nagarabhavi', 'Papareddypalya Aladamara', 'Papareddypalya', 'Deepa Complex', 'Ambedkar Institute of Technology', 'Kengunte Circle (IIPM)', 'Vinayaka Layout Nagarabhavi', 'NGEF Layout Nagarabhavi', '12th Block Nagarabhavi', 'Manasa Nagara', 'Nagarabhavi Circle', 'Maruthi Nagara', 'Byraveshwaranagara', 'Kalyananagara', 'Moodalapalya', 'Priyadarshini Layout', 'Saraswathi Nagara', 'Prashanth Nagara', 'Govindarajanagara', 'Vijayanagara', 'Manuvana', 'Magadi Road TollGate', 'Prasanna Theatre', 'Magadi Road Metro Station', 'Magadi Road 10th Cross', 'Magadi Road 5th Cross', 'Magadi Road 1st Cross', 'Minerva Mill', 'Okalipura', 'Kempegowda Bus Station']",1852,1
360-N,KR Market (Kalasipalya) → Narasapura 1,1,['06:40:00'],49,"['KR Market (Kalasipalya)', 'Makkala Koota', 'Basappa Circle', 'Lalbagh Main Gate', 'Lalbagh Hopcoms', 'Wilson Garden 7th Cross', 'Lakkasandra', 'Nimhans Hospital', 'Bengaluru Dairy Circle', 'Muneshwara Devasthana', 'Hosur Road Junction', 'St Johns Hospital', 'Koramangala Water Tank', 'Kudure Mukha Colony', 'Krupanidhi College', 'Madivala', 'Roopena Agrahara', 'Bommanahalli', 'Hongasandra Metro Station', 'Garvebhavipalya', 'Kudlu Gate', 'Singasandra Metro Station', 'Singasandra', 'Hosa Road Metro Station', 'Beratena Agrahara Metro Station', 'PESCE College Electronic City', 'Konappana Agarhara (Electronic City Metro Station)', 'Electronic City', 'Veerasandra', 'Huskur Gate', 'SFS High School Hebbagodi', 'Hebbagodi', 'Bommasandra', 'BTL College', 'Hennagara Gate', 'Chandapura', 'Hale Chandapura', 'Tirumagondanahalli', 'Neraluru Gate', 'Guddahatti Gate', 'Guestline Hotel', 'Yadavanahalli', 'Attibele Bus Stand', 'Jigala Cross', 'Indlubele', 'Anjaneya Temple Bidaraguppe', 'Bidaraguppe', 'Malenahalli Bidaraguppe', 'Narasapura 1']",2811,0
360-N,Narasapura → KR Market (Kalasipalya),1,['05:00:00'],46,"['Narasapura', 'Malenahalli Bidaraguppe', 'Bidaraguppe', 'Anjaneya Temple Bidaraguppe', 'Indlubele', 'Jigala Cross', 'Attibele Bus Stand', 'Yadavanahalli', 'Guestline Hotel', 'Guddahatti Gate', 'Neraluru Gate', 'Tirumagondanahalli', 'Hale Chandapura', 'Chandapura', 'Hennagara Gate', 'BTL College', 'Bommasandra', 'Hebbagodi', 'Biocon Hebbagodi Metro Station', 'SFS High School Hebbagodi', 'Huskur Gate', 'Veerasandra', 'Electronic City', 'Konappana Agarhara (Electronic City Metro Station)', 'PESCE College Electronic City', 'Beratena Agrahara Metro Station', 'Hosa Road Metro Station', 'Singasandra', 'Singasandra Metro Station', 'Kudlu Gate', 'Garvebhavipalya', 'Hongasandra Metro Station', 'Bommanahalli', 'Roopena Agrahara', 'Madivala', 'St Johns Hospital', 'Hosur Road junction', 'Muneshwara Devasthana', 'Bengaluru Dairy Circle', 'Nimhans Hospital', 'Lakkasandra', 'Wilson Garden 7th Cross', 'Lalbagh Hopcoms', 'Lalbagh Main Gate', 'Town Hall', 'KR Market (Kalasipalya)']",2811,1
360-N KBS-NSP,Kempegowda Bus Station → Narasapura 1,1,['16:05:00'],52,"['Kempegowda Bus Station', 'Maharani College', 'KR Circle', 'St Marthas Hospital', 'Corporation', 'Jai Bheem Circle (Poornima Theatre)', 'Lalbagh Main Gate', 'Lalbagh Hopcoms', 'Wilson Garden 7th Cross', 'Lakkasandra', 'Nimhans Hospital', 'Bengaluru Dairy Circle', 'Muneshwara Devasthana', 'Hosur Road Junction', 'St Johns Hospital', 'Koramangala Water Tank', 'Kudure Mukha Colony', 'Krupanidhi College', 'Madivala', 'Roopena Agrahara', 'Bommanahalli', 'Hongasandra Metro Station', 'Garvebhavipalya', 'Kudlu Gate', 'Singasandra Metro Station', 'Singasandra', 'Hosa Road Metro Station', 'Beratena Agrahara Metro Station', 'PESCE College Electronic City', 'Konappana Agarhara (Electronic City Metro Station)', 'Electronic City', 'Veerasandra', 'Huskur Gate', 'SFS High School Hebbagodi', 'Hebbagodi', 'Bommasandra', 'BTL College', 'Hennagara Gate', 'Chandapura', 'Hale Chandapura', 'Tirumagondanahalli', 'Neraluru Gate', 'Guddahatti Gate', 'Guestline Hotel', 'Yadavanahalli', 'Attibele Bus Stand', 'Jigala Cross', 'Indlubele', 'Anjaneya Temple Bidaraguppe', 'Bidaraguppe', 'Malenahalli Bidaraguppe', 'Narasapura 1']",8960,0
255-E,KR Market → Narasipura,5,"['05:55:00', '11:45:00', '15:05:00', '16:05:00', '18:00:00']",49,"['KR Market', 'Town Hall', 'Corporation', 'Mysore Bank', 'Kempegowda Bus Station', 'Ananda Rao Circle', 'Central', 'Malleshwara Circle', 'Malleshwara 8th Cross (Sampige Road)', 'Malleshwaram11th Cross', 'Malleshwaram 15th Cross', 'Malleshwaram 18th Cross', 'Tata Institute', 'Yeshawanthapura Bus Station', 'Govardhan Talkies', 'RMC Yard (Yeshawanthapura New Railway Station)', 'MEI Factory', 'Goraguntepalya', 'CMTI', 'SRS Peenya', 'Peenya Industry Metro Station', 'Jalahalli Cross', 'T Dasarahalli', '8th Mile Dasarahalli', 'Deepak Factory', 'Widia Factory', 'Marison Factory', 'Chikkabidarakallu', 'Jindal', 'Anchepalya', 'Madavara', 'TCI', 'Madanayakanahalli', 'Makali', 'Depot-40 Gate', 'Makali Cross', 'Nisarga Layout', 'Padmavathi Srinivasa Temple Cross', 'Biscuits Factory', 'Mantri Layout (M L A LAYOUT)', 'The Golden Palm Resort Nagarur colony Nelamangala', 'Nagaruru Cross', 'Kodipalya', 'Vaderahalli Cross', 'APMC Yard', 'Mattahalli Cross', 'Basappa Layout Mattahalli', 'Mattahalli', 'Narasipura']",2628,0
255-E,Narasipura → KR Market,3,"['08:55:00', '09:30:00', '13:55:00']",52,"['Narasipura', 'Mattahalli', 'Basappa Layout Mattahalli', 'Mattahalli Cross', 'APMC Yard', 'Vaderahalli Cross', 'Kodipalya', 'Nagaruru Cross', 'The Golden Palm Resort Nagarur colony Nelamangala', 'Mantri Layout (M L A LAYOUT)', 'Biscuits Factory', 'Padmavathi Srinivasa Temple Cross', 'Nisarga Layout', 'Makali Cross', 'Makali', 'Madanayakanahalli', 'TCI', 'NICE Road Madavara', 'Anchepalya', 'Jindal', 'Chikkabidarakallu', 'Marison Factory', 'Manjunathanagara Metro Station', 'Widia Factory', 'Deepak Factory', '8th Mile Dasarahalli', 'T Dasarahalli', 'Jalahalli Cross', 'Peenya Industry Metro Station', 'SRS Peenya', 'Peenya Metro Station', 'CMTI', 'Goraguntepalya', 'MEI Factory', 'RMC Yard (Yeshawanthapura New Railway Station)', 'Govardhan Talkies', 'Yeshawanthapura Bus Station', 'Tata Institute', 'Malleshwaram 18th Cross', 'Malleshwaram 13th Cross', 'Malleshwaram 11th Cross', 'Malleshwara 8th Cross', 'Malleshwara Circle', 'Link Road', 'Swastik Sheshadripuram College', 'Ananda Rao Circle', 'Maharani College', 'KR Circle', 'St Marthas Hospital', 'Corporation', 'Town Hall', 'KR Market']",2628,1
255-E KBS-NSP,Kempegowda Bus Station → Narasipura,1,['13:40:00'],45,"['Kempegowda Bus Station', 'Ananda Rao Circle', 'Central', 'Malleshwara Circle', 'Malleshwara 8th Cross (Sampige Road)', 'Malleshwaram11th Cross', 'Malleshwaram 15th Cross', 'Malleshwaram 18th Cross', 'Tata Institute', 'Yeshawanthapura Bus Station', 'Govardhan Talkies', 'RMC Yard (Yeshawanthapura New Railway Station)', 'MEI Factory', 'Goraguntepalya', 'CMTI', 'SRS Peenya', 'Peenya Industry Metro Station', 'Jalahalli Cross', 'T Dasarahalli', '8th Mile Dasarahalli', 'Deepak Factory', 'Widia Factory', 'Marison Factory', 'Chikkabidarakallu', 'Jindal', 'Anchepalya', 'Madavara', 'TCI', 'Madanayakanahalli', 'Makali', 'Depot-40 Gate', 'Makali Cross', 'Nisarga Layout', 'Padmavathi Srinivasa Temple Cross', 'Biscuits Factory', 'Mantri Layout (M L A LAYOUT)', 'The Golden Palm Resort Nagarur colony Nelamangala', 'Nagaruru Cross', 'Kodipalya', 'Vaderahalli Cross', 'APMC Yard', 'Mattahalli Cross', 'Basappa Layout Mattahalli', 'Mattahalli', 'Narasipura']",3184,0
351,KR Market (Kalasipalya) → Narayanaghatta,3,"['06:25:00', '15:55:00', '20:55:00']",42,"['KR Market (Kalasipalya)', 'Makkala Koota', 'Basappa Circle', 'Lalbagh Main Gate', 'Lalbagh Hopcoms', 'Wilson Garden 7th Cross', 'Lakkasandra', 'Nimhans Hospital', 'Bengaluru Dairy Circle', 'Muneshwara Devasthana', 'Hosur Road Junction', 'St Johns Hospital', 'Koramangala Water Tank', 'Kudure Mukha Colony', 'Krupanidhi College', 'Madivala', 'Roopena Agrahara', 'Bommanahalli', 'Hongasandra Metro Station', 'Garvebhavipalya', 'Kudlu Gate', 'Singasandra Metro Station', 'Singasandra', 'Hosa Road Metro Station', 'Beratena Agrahara Metro Station', 'PESCE College Electronic City', 'Konappana Agarhara (Electronic City Metro Station)', 'Electronic City', 'Veerasandra', 'Huskur Gate', 'SFS High School Hebbagodi', 'Hebbagodi', 'Bommasandra', 'BTL College', 'Hennagara Gate', 'Chandapura', 'Heelalige Cross', 'Ramasagara', 'Nursery Farm', 'Singena Agrahara Cross', 'Narayanaghatta Gate', 'Narayanaghatta']",5199,0
351,Narayanaghatta → KR Market (Kalasipalya),3,"['05:00:00', '08:10:00', '18:25:00']",39,"['Narayanaghatta', 'Singena Agrahara Cross', 'Nursery Farm', 'Ramasagara', 'Heelalige Cross', 'Chandapura', 'Hennagara Gate', 'BTL College', 'Bommasandra', 'Hebbagodi', 'Biocon Hebbagodi Metro Station', 'SFS High School Hebbagodi', 'Huskur Gate', 'Veerasandra', 'Electronic City', 'Konappana Agarhara (Electronic City Metro Station)', 'PESCE College Electronic City', 'Beratena Agrahara Metro Station', 'Hosa Road Metro Station', 'Singasandra', 'Singasandra Metro Station', 'Kudlu Gate', 'Garvebhavipalya', 'Hongasandra Metro Station', 'Bommanahalli', 'Roopena Agrahara', 'Madivala', 'Ayyappaswamy Temple Madivala', 'St Johns Hospital', 'Hosur Road junction', 'Muneshwara Devasthana', 'Bengaluru Dairy Circle', 'Nimhans Hospital', 'Lakkasandra', 'Wilson Garden 7th Cross', 'Lalbagh Hopcoms', 'Lalbagh Main Gate', 'Town Hall', 'KR Market (Kalasipalya)']",5199,1
351-A,Kempegowda Bus Station → Narayanaghatta,3,"['06:55:00', '15:30:00', '20:30:00']",46,"['Kempegowda Bus Station', 'Maharani College', 'KR Circle', 'St Marthas Hospital', 'Corporation', 'Subbaiah Circle', 'KH Road', 'Shanthinagara Bus Station', 'Wilson Garden Police Station', 'Wilson Garden 12th Cross', 'Lakkasandra', 'Nimhans Hospital', 'Bengaluru Dairy Circle', 'Muneshwara Devasthana', 'Hosur Road Junction', 'St Johns Hospital', 'Koramangala Water Tank', 'Kudure Mukha Colony', 'Krupanidhi College', 'Madivala', 'Roopena Agrahara', 'Bommanahalli', 'Hongasandra Metro Station', 'Garvebhavipalya', 'Kudlu Gate', 'Singasandra Metro Station', 'Singasandra', 'Hosa Road Metro Station', 'Beratena Agrahara Metro Station', 'PESCE College Electronic City', 'Konappana Agarhara (Electronic City Metro Station)', 'Electronic City', 'Veerasandra', 'Huskur Gate', 'SFS High School Hebbagodi', 'Hebbagodi', 'Bommasandra', 'BTL College', 'Hennagara Gate', 'Chandapura', 'Heelalige Cross', 'Ramasagara', 'Nursery Farm', 'Singena Agrahara Cross', 'Narayanaghatta Gate', 'Narayanaghatta']",4932,0
351-A,Narayanaghatta → Kempegowda Bus Station,3,"['05:30:00', '08:45:00', '17:55:00']",43,"['Narayanaghatta', 'Narayanaghatta Gate', 'Singena Agrahara Cross', 'Nursery Farm', 'Ramasagara', 'Heelalige Cross', 'Chandapura', 'Hennagara Gate', 'BTL College', 'Bommasandra', 'Hebbagodi', 'Biocon Hebbagodi Metro Station', 'SFS High School Hebbagodi', 'Huskur Gate', 'Veerasandra', 'Electronic City', 'Konappana Agarhara (Electronic City Metro Station)', 'PESCE College Electronic City', 'Beratena Agrahara Metro Station', 'Hosa Road Metro Station', 'Singasandra', 'Singasandra Metro Station', 'Kudlu Gate', 'Garvebhavipalya', 'Hongasandra Metro Station', 'Bommanahalli', 'Roopena Agrahara', 'Madivala', 'Ayyappaswamy Temple Madivala', 'St Johns Hospital', 'Hosur Road junction', 'Muneshwara Devasthana', 'Bengaluru Dairy Circle', 'Nimhans Hospital', 'Lakkasandra', 'Wilson Garden 10th Cross', 'Wilson Garden Police Station', 'Shanthinagara Bus Station', 'KH Road', 'Pallavi Talkies', 'Corporation', 'Mysore Bank', 'Kempegowda Bus Station']",4932,1
306-E,KR Market → Narayanakere,1,['06:55:00'],45,"['KR Market', 'Town Hall', 'Corporation', 'St Josephs Indian School/ Malya Hospital', 'Richmond Circle', 'St Joseph College', 'Mayohall', 'Lido Talkies', 'Philips Millenium Halasuru', 'Halasuru', 'Depot-06 Gate', 'Binnamangala', 'Swamy Vivekananda Metro Station/Isolation Hospital', 'NGEF', 'Bayyappanahalli Metro Station', 'Benniganahalli', 'Tin Factory', 'KR Pura Railway Station', 'B Narayanapura', 'Mahadevapura', 'Singaianapalya Phoenix', 'Garudacharpalya', 'ESI Hospital/Brook Steel', 'Hoodi', 'Rajapalya', 'Prestige Shantiniketana /Manipal Hospital', 'Big Bazzar ITPL', 'Pattandur Agrahara Gate', 'ITPL', 'GR Tech Park ITPL', 'BPL', 'Hope Farm', 'MVJ College Channasandra', 'Channasandra', 'Thirumalashettyhalli Cross', 'Samethanahalli', 'Bhodhana Hosahalli', 'Dodda Dunnasandra', 'Dodda Dunnasandra Cross', 'Hosahalli Cross Devanagondi', 'D Hosahalli', 'Medahalli Cross', 'BN Bachegowda Badavane Colony', 'Handenahalli', 'Narayanakere']",3022,0
306-E,Narayanakere → KR Market,1,['05:20:00'],47,"['Narayanakere', 'Handenahalli', 'BN Bachegowda Badavane Colony', 'Medahalli Cross', 'Santhe Devanagondhi', 'D Hosahalli', 'Hosahalli Cross Devanagondi', 'Dodda Dunnasandra Cross', 'Dodda Dunnasandra', 'Bhodhana Hosahalli', 'Samethanahalli', 'Thirumalashettyhalli Cross', 'Channasandra', 'MVJ College Channasandra', 'Hope Farm', 'BPL', 'GR Tech Park ITPL', 'ITPL', 'Pattandur Agrahara Gate', 'Big Bazzar ITPL', 'Prestige Shantiniketana /Manipal Hospital', 'Rajapalya', 'Hoodi', 'Hoodi Metro Station', 'Graphite Junction', 'ESI Hospital/Brook Steel', 'Garudacharpalya', 'Singaianapalya Phoenix', 'Mahadevapura', 'B Narayanapura', 'KR Pura Railway Station', 'Tin Factory', 'Benniganahalli', 'Bayyappanahalli Metro Station', 'NGEF', 'Swamy Vivekananda Metro Station/Isolation Hospital', 'Binnamangala', 'Depot-06 Gate', 'Halasuru', 'Halasuru Police Station', 'Lido Talkies', 'Hosmat Hospital (DIG Office)', 'Life Style (Sacred Heart School)', 'Richmond Circle', 'Corporation', 'Town Hall', 'KR Market']",3022,1
306-E KBS-NYK,Kempegowda Bus Station → Narayanakere,1,['05:00:00'],47,"['Kempegowda Bus Station', 'Maharani College', 'KR Circle', 'St Marthas Hospital', 'Corporation', 'St Josephs Indian School/ Malya Hospital', 'Richmond Circle', 'St Joseph College', 'Mayohall', 'Lido Talkies', 'Philips Millenium Halasuru', 'Halasuru', 'Depot-06 Gate', 'Binnamangala', 'Swamy Vivekananda Metro Station/Isolation Hospital', 'NGEF', 'Bayyappanahalli Metro Station', 'Benniganahalli', 'Tin Factory', 'KR Pura Railway Station', 'B Narayanapura', 'Mahadevapura', 'Singaianapalya Phoenix', 'Garudacharpalya', 'ESI Hospital/Brook Steel', 'Hoodi', 'Rajapalya', 'Prestige Shantiniketana /Manipal Hospital', 'Big Bazzar ITPL', 'Pattandur Agrahara Gate', 'ITPL', 'GR Tech Park ITPL', 'BPL', 'Hope Farm', 'MVJ College Channasandra', 'Channasandra', 'Thirumalashettyhalli Cross', 'Samethanahalli', 'Bhodhana Hosahalli', 'Dodda Dunnasandra', 'Dodda Dunnasandra Cross', 'Hosahalli Cross Devanagondi', 'D Hosahalli', 'Medahalli Cross', 'BN Bachegowda Badavane Colony', 'Handenahalli', 'Narayanakere']",3026,0
306-E KBS-NYK,Narayanakere → Kempegowda Bus Station,1,['20:20:00'],48,"['Narayanakere', 'Handenahalli', 'BN Bachegowda Badavane Colony', 'Medahalli Cross', 'Santhe Devanagondhi', 'D Hosahalli', 'Hosahalli Cross Devanagondi', 'Dodda Dunnasandra Cross', 'Dodda Dunnasandra', 'Bhodhana Hosahalli', 'Samethanahalli', 'Thirumalashettyhalli Cross', 'Channasandra', 'MVJ College Channasandra', 'Hope Farm', 'BPL', 'GR Tech Park ITPL', 'ITPL', 'Pattandur Agrahara Gate', 'Big Bazzar ITPL', 'Prestige Shantiniketana /Manipal Hospital', 'Rajapalya', 'Hoodi', 'Hoodi Metro Station', 'Graphite Junction', 'ESI Hospital/Brook Steel', 'Garudacharpalya', 'Singaianapalya Phoenix', 'Mahadevapura', 'B Narayanapura', 'KR Pura Railway Station', 'Tin Factory', 'Benniganahalli', 'Bayyappanahalli Metro Station', 'NGEF', 'Swamy Vivekananda Metro Station/Isolation Hospital', 'Binnamangala', 'Depot-06 Gate', 'Halasuru', 'Halasuru Police Station', 'Lido Talkies', 'Hosmat Hospital (DIG Office)', 'Life Style (Sacred Heart School)', 'Richmond Circle', 'Pallavi Talkies', 'Corporation', 'Mysore Bank', 'Kempegowda Bus Station']",3026,1
215-NG,Jayanagara Bus Station → Narayananagara 3rd Stage,4,"['10:45:00', '12:15:00', '14:00:00', '15:20:00']",20,"['Jayanagara Bus Station', 'Jayanagara Telephone Exchange', 'Jayanagara 38th Cross', 'Jayanagara 40th Cross', 'Sangam Circle', 'Banashankari', 'Sarakki', 'JP Nagara Metro Station', 'Jaraganahalli Cross', 'Yalachenahalli', 'Metro', 'Konanakunte Cross', 'Konanakunte', 'Sowdamini Kalyana Mantapa', 'Hari Nagara Cross', 'Glass Factory', 'Avalahalli', 'Avalahalli BDA Layout', 'Narayana Nagara Cross', 'Narayananagara 3rd Stage']",2325,0
215-NG,Narayananagara 3rd Stage → Jayanagara Bus Station,4,"['11:30:00', '12:55:00', '14:40:00', '16:00:00']",20,"['Narayananagara 3rd Stage', 'Narayana Nagara Cross', 'Avalahalli BDA Layout', 'Avalahalli', 'Glass Factory', 'Hari Nagara Cross', 'Sowdamini Kalyana Mantapa', 'Konanakunte', 'Konanakunte Cross', 'Metro', 'Yalachenahalli', 'Jaraganahalli Cross', 'JP Nagara Metro Station', 'Sarakki', 'Banashankari Bus Station', 'Sangam Circle', 'Jayanagara 40th Cross', 'Jayanagara 38th Cross', 'Jayanagara Telephone Exchange', 'Jayanagara Bus Station']",2325,1
